row_id,English,Reference Igbo,source,english_token_count,reference_token_count
3213,"This attribute that his mother showed is not learnt at Harvard. As a matter of truth, the most sophisticated and learned mothers/fathers don’t have it; they are shallow. They only understand the place of academics so they put their kids in an expensive school and pay for them to do another LESSON during breaks, especially the end-of-session break that is fast approaching and bug their heads with books without any opportunity to nurture the creative in them. Every single soul on earth has a TALENT and for most of them, without proper mentoring, they will miss it.","Ihe a nne ya mere abụghị nke ana amụta na Harvard. site n'eziokwu, imirikiti nne na nna gụrụ akwụkwọ enweghị ya. ha maara naanị agụmaakwụkwọ nke mere na ha na-etinye ụmụ ha n'ụlọakwụkwọ dị oke ọnụ ma kwụọ ụgwọ ka ha nata nkuzi n'oge ezumuike, tụmadị ngwụcha tamụ nke na-abịa ma were akwụkwọ bunye ha n'ụbụrụ na enyeghị ha ohere ịchọpụta nka ha nwere. mmadụ ọbụla nọ n'ụwa a nwere ọnatarachi ma imirikiti n'ime ha ga-atufu nke ha site n'enweghị ezigbo ọzụzụ.",JHW,114,108
3214,But there are some places in Igbo land where a new born baby with dreads may bring fear.,Mana o nwere ụfọdụ ebe n'ala Igbo ebe nwata ọhụrụ a mụrụ buru isi dada nwere ike ịbute egwu.,JHW,19,22
3215,"Reverend Eric Theman, candidate of the party, had approached the court with the suit, claiming exclusion of the party's logo on the ballot paper.","Ụkọchukwu Eric Theman, onye ndọrọndọrọ ọchịchị, ejirila mkpesa gaa n'ụlọ ikpe ahụ, na-ekwu na mwepụ akara ngosi pati ahụ na mpempe akwụkwọ vootu.",JHW,30,31
3216,"For I came to set a man at odds against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law.","Abịara m ime, "" 'Ka nwoke megide nna ya, ka nwa nwanyị megide nne ya, ka nwunye nwa megide nne di ya,",Bible,35,27
3217,"PGS have 10 matches to play, in which they should get 17 points if they are to lift this year's French League.","PSG nwere asọmpi 10 n'ihu, n'ime nke ha kwesịrị inweta ọnụọgụgụ 17 ma ọ bụrụ na ha ga-ebuli iko 'French League' nke afọ a.",JHW,26,34
3218,Some even go to the extent of giving kolanut to a woman so that she will not have the opportunity to collect it from the plate.,Ụfọdụ na-aga n'ihu were aka ha nye nwaanyị ọjị ka ọ ghara inwe ohere tinye aka n'efere e jiri kee ọjị.,JHW,27,28
3219,"He who overcomes, I will give to him to sit down with me on my throne, as I also overcame and sat down with my Father on his throne.","Onye ọbụla na-emeri emeri, ka mụ ga-enye ikike ka o soro m nọdụ n'ocheeze m. Ọ bụladị dịka m meriri sorokwa Nna m nọdụ n'ocheeze ya.",Bible,32,37
3220,"In his message, he said that the federal government is hopeful that if it implements the policy it has, it shall well with Nigeria .","Na ozi ọ na-agbasa, ọ sị na gọọmentị etiti nwere olileanya na ha mepụta atụmatụ ha bu n'obi, n'ihe ga na-adịri Naịjiria mma.",JHW,27,34
3221,ASSU strike: when will it end.,ASUU strike: Kedụ mgbe ọ ga-ebi?,JHW,8,10
3222,I cleared the accumulated debt owed judges by previous administrations.,akwụchapụrụ m ụgwọ niile nke ọchịchị gara aga ji ndị Ọkaikpe,JHW,11,11
3223,"In contrast to 30 years ago, the world is a better place in consideration of almost all the metrics of human development including economic growth, healthcare, access to education, and human right.","N'adịghị ka afọ iri atọ gara aga, ụwa bụ ebe kachasị mma n'ịtụle ihe omimi niile nke mmepe mmadụ gụnyere mmepe akụ na ụba, ahụike, ịnweta agụmakwụkwọ, na ikike mmadụ .",JHW,37,39
3224,4. Transport and infrastructure.,4. Njem na arụrarụ,JHW,6,5
3225,Fake prophesies popular on social media.,Amụma ụgha isii wuru ewu na soshal midia,JHW,7,8
3226,"Because I have called, and you have refused; I have stretched out my hand, and no one has paid attention;","Ma ebe ọ bụ na unu egeghị ntị mgbe m kpọrọ oku, setịpụkwa aka m nye unu ma ọ dịghị onye ṅara ntị,",Bible,24,25
3227,"""He shall go out to the altar that is before the LORD and make atonement for it, and shall take some of the bull's blood, and some of the goat's blood, and put it around on the horns of the altar.","""Mgbe o si n'ebe ahụ pụta, gaa n'ebe ịchụ aja dị n'ihu Onyenwe anyị kpuchiere ya mmehie ya. Ọ ga-ewere ụfọdụ ọbara nwa oke ehi ahụ na nke mkpi ahụ tee ya na mpi niile dị n'ebe ịchụ aja ahụ.",Bible,50,54
3228,The government needs to test our own model rather than buying into a model that will take universities back to the core civil service.,Gọọmenti kwesịrị ịnwale ụdị nke anyị kama iweta ụdị ga-eweghachi mahadum azụ dịka ọrụ ndị nkịtị'.,JHW,25,20
3229,"Thousands of women have taken to the streets of Port Harcourt, the Rivers State capital, to demand the immediate redeployment of the Obo Effanga, Resident Electoral Commissioner (REC).","Ọtụtụ puku ndị nwaanyị agbaala n'okporo ụzọ Port Harcourt, isi obodo Rivers Steeti iji chọọ nchụpụ Obo Effanga, dịka REC.",JHW,34,25
3230,"What atrocity, in less than one year in office, has this President not already committed?","Kedụ ụdị omume ọjọọ, n' ihe pekarịrị otu afọ n' ụlọ ọrụ, onyeisi ala a emebeghi?",JHW,18,21
3231,"""Speak to the children of Israel: 'When a man or woman commits any sin that men commit, so as to trespass against the LORD, and that soul is guilty,","""Gwa ụmụ Izrel okwu sị ha, 'Mgbe onye ọbụla, nwoke maọbụ nwanyị, mejọrọ mmadụ ibe ya n'ụzọ ọbụla, si otu a bụrụ onye na-ekwesighị ntụkwasị obi nye Onyenwe anyị bụ onye ikpe mara.",Bible,35,44
3232,"272 female students were kidnapped in 2014, 100 of them were released later who were exchanged by the captured Boko Haram members","A tọrọ ụmụakwụkwụ nwaanyị dị 272 (narị abụọ, iri asaa na abụọ) n'afọ 2014, e mecha a tọhapụ ihe dịka notu narị n'ime ha ndị e ji ndị Boko Haram eji eji gbara isi ha.",JHW,23,44
3233,This is what occurred to me last week when I first read the list of the cabinet nominees President Muhammadu Buhari sent to the Senate.,Nkea bụ ihe bịara m n'uche n'izuụka gara aga mgbe m gụrụ aha ndị nlekọta nke Onyeisi Muhammadu Buahrị họpụtara ma zigara ndị omebeiwu,JHW,26,28
3234,"They sacrifice on the tops of the mountains, and burn incense on the hills, under oaks, poplars, and terebinths, because its shade is good. Therefore your daughters play the prostitute, and your brides commit adultery.","Ha na-achụ aja n'elu ugwu niile, na-esure onyinye nsure ọkụ n'elu ugwu nta niile, na n'okpuru osisi ook, osisi pọpla na osisi terebint, ebe ndo ya dị ezi mma. N'ihi nke a ka ụmụ unu ndị inyom na-agba akwụna, ndị nwunye ụmụ unu na-akwa iko.",Bible,43,68
3235,listen to these that have been said here,Gere ihe ndị a kwuru ebe a.,JHW,8,8
3236,another woman has been shot dead,Otele ukwu egbuola nwaanyị ọzọ,JHW,6,5
3237,"What he did: As the Minister in charge of light Babatunde Fashola has spoken, Nigeria has gotten up to 7000 megawat","Ihe o mere: Dịka Mịnịsta na-ahụ maka ọkụ bụ Babatiunde Fashola siri kwuo,Naijiria enwetarula 7000 megawat.",JHW,23,22
3238,"Delivering the judgment, Justice Abdulmalik, stated that the convict was to serve four years jail term on each of the five counts bringing the total to 20 years imprisonment.","Inye ikpe, Ọkaikpe Abdulmalik, kwuru na ndị ikpe mara ga-eje mkpọrọ afọ anọ na ikpe ọbụla mara ha nke mere ya na mgbakọ afọ iri abụọ na mkpọrọ.",JHW,32,33
3239,"Woe to those who join house to house, who lay field to field, until there is no room, and you are made to dwell alone in the middle of the land!","Ahụhụ dịrị unu ndị na-azụkọta ala ma ndị ọzọ ahụghị ebe ha ga-ebi, unu ndị na-ewu ụlọ na-ewukwasị ụlọ n'ala buru ibu, ime ka ọ bụrụ naanị unu bi n'ụwa.",Bible,35,45
3240,"Jude, a servant of Jesus Christ, and brother of James, to those who are called, sanctified by God the Father, and kept for Jesus Christ:","Jud, odibo Jisọs Kraịst, na nwanne Jemis, Na-edegara ndị niile a kpọrọ, ndị ahụrụ n'anya n'ime Chineke, bụ Nna, na ndị nọkwa n'okpuru nchebe Jisọs Kraịst akwụkwọ ozi a:",Bible,31,44
3241,"The fat of that which dies of itself, and the fat of that which is torn of animals, may be used for any other service, but you shall in no way eat of it.",Abụba anụ ọbụla nwụrụ anwụ maọbụ nke anụ ọhịa gburu adịghị mma oriri. E nwere ike jiri ha mee ihe ọzọ.,Bible,38,23
3242,Judge Kurada asked Kenyon to write down what he wanted,Ọkaikpe Kurada si ka Kenyon de ihe ọchọrọ ede.,JHW,10,10
3243,"""You shall not oppress an alien, for you know the heart of an alien, since you were aliens in the land of Egypt.","""Abụkwala onye na-emegbu ndị ọbịa, n'ihi na ị maara ihe banyere ọnọdụ ndị ọbịa nke ọma. Gị onwe gị bụrịị ọbịa n'Ijipt.",Bible,27,32
3244,He told them this parable:,"Ya mere, ọ tụrụ ha ilu a sị,",Bible,6,10
3245,"Benaiah the son of Jehoiada, the son of a valiant man of Kabzeel, who had done mighty deeds, killed the two sons of Ariel of Moab. He also went down and killed a lion in the middle of a pit in a time of snow.","Benaya, nwa Jehoiada, onye si Kabzeel, bụ dike n'agha nke kpara ike dị ukwuu. O tigburu dimkpa abụọ ndị Moab, ndị bụ ọkaka n'agha. O rịdakwukwara ọdụm n'ime olulu na-amị amị n'ụbọchị mkpụrụ mmiri na-ezo, gbuo ya.",Bible,50,57
3246,"Have the gods of the nations delivered them, which my fathers have destroyed, Gozan, Haran, Rezeph, and the children of Eden who were in Telassar?","Chi niile nke mba niile, ndị ahụ nna nna m ha lara n'iyi, ha napụtara ha, bụ chi ndị Gozan, Haran, Rezef na nke ndị Eden ndị nọ na Tel Asa?",Bible,31,39
3247,"But he denied it, saying, ""I neither know nor understand what you are saying."" He went out on the porch, and the rooster crowed.","Ma ọ gọrọ agọ sị, ""Amaghị m, maọbụ ghọtakwa ihe ị na-ekwu."" Ma ọ pụrụ gaa n'ụzọ e si abata. Mgbe ahụ oke ọkụkụ kwara akwa.",Bible,31,37
3248,"The first of all the first fruits of every thing, and every offering of everything, of all your offerings, shall be for the priest. You shall also give to the priests the first of your dough, to cause a blessing to rest on your house.","Mkpụrụ mbụ kachasị mma site na mkpụrụ ubi ọbụla na onyinye niile pụrụ iche ga-abụ nke ndị nchụaja. Ọka mbụ a kwọrọ akwọ, nke a na-eweta n'ihe ubi ga-abụkwa nke ndị nchụaja, ime ka ngọzị dịkwasị n'ụlọ unu.",Bible,51,52
3249,"He restored the eleven hundred pieces of silver to his mother, then his mother said, ""I most certainly dedicate the silver to the LORD from my hand for my son, to make a carved image and a molten image. Now therefore I will restore it to you.""","Mgbe o nyeghachiri nne ya puku na narị ego ọlaọcha shekel ahụ, nne ya gwara ya sị, ""Ana m edo ọlaọcha ndị a nsọ nye Onyenwe anyị n'ihi nwa m nwoke maka iji ya mee oyiyi a pịrị apị na arụsị a kpụrụ akpụ. Aga m emesịa nyeghachi gị ya.""",Bible,54,58
3250,"Set Your Ovaries Free', President Tells Women","Kpọpee akpa nwa gị, ka Onyeisi ala gwara ụmụnwaanyị",JHW,9,10
3251,The LORD is a man of war. The LORD is his name.,"Onye na-ebu agha ka Onyenwe anyị bụ. N'ezie, aha ya bụ Onyenwe anyị.",Bible,14,20
3252,To seek to raise the consciousness of the citizens by asking them to demand change is never a crime.,Iguzo mwuli akọnauche nke ndị mmadụ site n'ịchọ mgbanwe abụghị ịda iwu,JHW,20,14
3253,"They went into Capernaum, and immediately on the Sabbath day he entered into the synagogue and taught.","Ha gara Kapanọm, mgbe ụbọchị izuike ruru, ọ bara n'ime ụlọ ekpere ma malite izi ha ihe.",Bible,19,22
3254,"Behold, I have set the land before you. Go in and possess the land which the LORD swore to your fathers—to Abraham, to Isaac, and to Jacob—to give to them and to their offspring after them.'""","Lee, enyela m unu ala ahụ niile! Baanụ n'ime ya, bichiekwanụ ala ahụ Onyenwe anyị ṅụrụ iyi na ọ ga-enye nna nna unu bụ Ebraham, Aịzik, Jekọb na ụmụ ụmụ ha niile ndị ga-esote ha.""",Bible,47,48
3255,"I will greatly rejoice in the LORD! My soul will be joyful in my God, for he has clothed me with the garments of salvation. He has covered me with the robe of righteousness, as a bridegroom decks himself with a garland and as a bride adorns herself with her jewels.","Obi na-atọ m ụtọ nke ukwuu n'ime Onyenwe anyị, mkpụrụobi m ga-etegharịkwa egwu ọṅụ n'ime Chineke m. N'ihi na o werela uwe nzọpụta kpuchie m, werekwa uwe oke ọṅụ nke ezi omume ya yikwasị m n'ahụ. Adị m ka nwoke na-alụ nwanyị ọhụrụ, onye na-emezi isi ya ka ọ dịrị ka nke onye nchụaja. E, adị m ka nwaagbọghọ na-alụ di, nke ji ọla ọma dị iche iche chọọ onwe ya mma.",Bible,56,99
3256,He who commits adultery with a woman is void of understanding. He who does it destroys his own soul.,"Ma nwoke ahụ na-akwa iko bụ onye nzuzu, amamihe kọrọ ya, n'ihi na ọ bụ onwe ya ka ọ na-ala n'iyi.",Bible,21,32
3257,"I heard the altar saying, ""Yes, Lord God, the Almighty, true and righteous are your judgments.""","Mgbe ahụ kwa, anụrụ m ka mmụọ ozi ahụ na-anọ n'ebe ịchụ aja sịrị, ""E, Onyenwe anyị Chineke, Onye pụrụ ime ihe niile, ikpe gị niile bụ nke ziri ezi, bụrụkwa eziokwu.""",Bible,23,45
3258,"A vision appeared to Paul in the night. There was a man of Macedonia standing, begging him and saying, ""Come over into Macedonia and help us.""","N'abalị ahụ, Pọl hụrụ ọhụ ebe ọ hụrụ otu nwoke onye Masidonia ka o guzo na-arịọ ya sị, ""Bịa na Masidonia nyere anyị aka.""",Bible,32,33
3259,"Oshiomhole had said, “We also know that Standard Chartered Bank and Stanbic Bank, are all South African banks, Nigerians may have more shares there if any. It is time to ask them to wind up so that Nigerian banks will take advantage of their departure and expand their operations. We have enough to save by transferring these businesses to Nigerians.”","Oshiomhole ekwuola, 'Anyị matakwara na Ụlọakụ Standard Chartered na Ụlọakụ Stanbic bụ ụlọakụ ndị Ndịda Afrịka, ndị Naịjirịa nwere ike inwe ihe nrita na ha ma ọ bụrụrịị na o were nke dị ya. Oge eruola inye ha ọsọ ka ụlọakụ nke Naịjirịa riwe uru ọpụpụ ha ma babiga ụba n'ọrụ ha. Ha ga-echekwaba ọtụtụ ụrụ ma anyị weta azụmahịa ndịa nye ndị Naịjirịa.'",JHW,68,75
3260,Abortion has increased,Ite ime na-arị elu,JHW,3,6
3261,"Judah said to his brothers, ""What profit is it if we kill our brother and conceal his blood?","Mgbe ahụ, Juda jụrụ ụmụnne ya, ""Uru gịnị ka ọ ga-abara anyị igbu nwanne anyị, ma kpuchie ọbara ya?",Bible,21,26
3262,I was drawn to him when I first saw the interview and downloaded the video to share with my son. You will also agree that I have posted his videos here more than twice. I was touched.,E rutere m nso mgbe m buru ụzọ hụ ajụjụ ọnụ ma nwete onyoonyo nke gosiri nwa m nwoke. Ị ga-ekwenye na etinyela m onyoonyo ya ebe a ihe karịrị ugboro abụọ. O meturu m n'obi,JHW,40,42
3263,"Some of the villagers including Chief Celestine Mozie and Mrs Ngozi Okeke while commending the pace of work on the road, said they can now evacuate their agricultural produce with ease and thanked Governor Obiano for his benevolence towards them.","Ụfọdụ n'ime ndị obodo ahụ gụnyere Chief Celestine Mozie na Oriaku Ngozi Okeke mgbe ha na-ekele ha maka ọrụ ha na-arụ n'okporo ụzọ, kwuru na ha nweziri ike iwe ihe ubi ha ma kelee gọvanọ Obiano maka mmeso ọma o nwere n'ebe ha nọ.",JHW,42,56
3264,"So they seized her; and she went by the way of the horses' entry to the king's house, and she was slain there.","Ya mere, ha jidere ya, mgbe o rutere n'ụzọ ebe ịnyịnya si abata n'ogige ụlọeze, ebe ahụ ka ha nọ gbuo ya.",Bible,29,30
3265,"""Oh that you would hide me in Sheol, that you would keep me secret until your wrath is past, that you would appoint me a set time and remember me!","""A sị na ị ga-ezo m n'ala mmụọ, na ị ga-ezobe m tutu ruo mgbe iwe gị gabigara. A sị na ị ga-akanyere m oge ma mesịa cheta m.",Bible,34,41
3266,"We needed not to get to this,' Turkish Airlines is allegedly notorious for its poor treatment of Nigerian travellers especially when they have to arrive their destinations without their checked-in luggage.",A mara ụgbọelu Turkey nke ọma maka eleghị ndị njem ndị Naịjirịa anya ọfụma ọ kasị mgbe kwesiri ibu ibu ha rute ebe ha na-aga.,JHW,36,28
3267,presidential house said that they shall deal with the European Union guidelines for future electoral process in Nigeria.,Ụlọọrụ onyeisiala ekwuola na ha ga-eme ntuziaka European Union wepụtara maka ntụliaka ọdịnihu Naịjirịa.,JHW,19,17
3268,"Lord, I beg you, let your ear be attentive now to the prayer of your servant, and to the prayer of your servants who delight to fear your name; and please prosper your servant today, and grant him mercy in the sight of this man."" Now I was cup bearer to the king.","Biko, Onyenwe anyị, nụrụ ekpere mụ bụ ohu gị, nụrụkwa ekpere ndị ohu gị niile ọ na-atọ ụtọ ịtụ egwu aha gị. Mee ka ihe gara ohu gị nke ọma taa site n'imere ya ebere n'ihu nwoke a."" N'oge ahụ abụ m onye na-ebu ihe ọṅụṅụ eze.",Bible,61,64
3269,Congrats on having the most amazing couple of years.,Ekele n'inwe ọmalịcha afọ ọma .,JHW,10,8
3270,“Freedom of speech and the right to peacefully protest is the unassailable right of every Nigerian citizen.,Ikike ikwu okwu na ikike njegharị iwe bụ ezigbo ikike nke nwa afọ Naịjirịa ọbụla,JHW,19,15
3271,"CBN Governor, Mr. Godwin Emefiele, disclosed this, at the ground-breaking ceremony of the plant in Emere-Ile, Ondo State.","Gọvanọ CBN mazi Godwin Emefiele kwuputara nke a ebe a na-eme mmeme pụrụ iche nke akụmakụ n'Emere-Ile, Ondo Steeti.",JHW,28,27
3272,"If anyone takes away from the words of the book of this prophecy, God will take away his part from the tree of life, and out of the holy city, which are written in this book.","Ọ bụrụkwa na onye ọbụla ewepụ okwu ọbụla n'akwụkwọ amụma a, Chineke ga-ewepụ oke o nwere n'osisi ahụ na-enye ndụ, na oke o nwere n'obodo nsọ ahụ, nke e kwuru okwu ha n'akwụkwọ a.",Bible,40,50
3273,"We have seen these signs creeping into the system for many years, not even a few months ago and it’s giving us serious concern. It has come out in full blast.","anyị ahụla ihe ngosi ndịa ka ha na-arịbata n'ọnọdụ ọtụtụ afọ gara aga, ọ bụghị ọnwa olenaole gara aga ma na-enye anyị mmasị dị elu. Ọ pụtala ihe kpọmkwem",JHW,36,37
3274,"The LORD of Armies will defend them. They will destroy and overcome with sling stones. They will drink, and roar as through wine. They will be filled like bowls, like the corners of the altar.","Onyenwe anyị, Onye pụrụ ime ihe niile ga-echebe ha. Ha ga-ebibi, zọdakwa nkume ịtụ iche n'ebe niile. Ha ga-aṅụ ihe ọṅụṅụ mekwa mkpọtụ site na mmanya; ha ga-ejupụta dịka efere, dịka efere eji efesa ihe n'akụkụ niile ebe a na-achụ aja na-ejupụta.",Bible,41,65
3275,Victor Ndoma-Egba,Victor Ndoma-Egba,JHW,4,4
3276,"he shall separate himself from wine and strong drink. He shall drink no vinegar of wine, or vinegar of fermented drink, neither shall he drink any juice of grapes, nor eat fresh grapes or dried.","ha ga-ekewapụ onwe ha site na ịṅụ mmanya, maọbụ detụ ihe ọṅụṅụ ọbụla na-aba n'anya ire. Ha agaghị aṅụ mmiri mkpụrụ vaịnị, ọ gaghị ata mkpụrụ vaịnị ọhụrụ maọbụ nke a mịkpọrọ amịkpọ.",Bible,40,43
3277,That was when Furtado noticed the fire on the mountain and fled,Mgbe ahụ ka Furtado matara na ekwu adagharịala were rịe mbọmbọ ọsọ.,JHW,12,13
3278,But the girl did not sneak .,Ma nwa agbọghọ ahụ agaghị.,JHW,7,6
3279,"The hearing ear, and the seeing eye, the LORD has made even both of them.","Ntị nke na-anụ ihe na anya nke na-ahụ ụzọ, ọ bụ Onyenwe anyị mere ha abụọ.",Bible,18,22
3280,"Blessed be the LORD from Zion, who dwells in Jerusalem. Praise the LORD!","Ka otuto dịrị Onyenwe anyị site na Zayọn, nye onye ahụ na-ebi na Jerusalem. Toonu Onyenwe anyị.",Bible,16,22
3281,"Carrying placards with various inscriptions, the women threatened that if in the next 48 hours, Professor Mahmood Yakubu, the National Chairman of the Independent National Electoral Commission (INEC), fails to heed to their demand, they would storm INEC's Port Harcourt head office naked.","Na-eburu kaadị e dere ihe dị iche iche, ụmụ nwanyị ahụ kwuru na ọ bụrụ na n'ime awa iri anọ na asatọ na-abịanụ, Prọfesọ Mahmood Yakubu, Onye isi oche nke ụlọ ọrụ na-ahụ maka ntuli aka (INEC) añaghị ntị na arịrịọ ha, ha ga-agbaọtọ gaa n'isi ụlọ ọrụ INEC dị na Port Harcourt .",JHW,53,72
3282,"Many, LORD, my God, are the wonderful works which you have done, and your thoughts which are toward us. They can't be declared back to you. If I would declare and speak of them, they are more than can be counted.","O Onyenwe anyị Chineke m, ọrụ ebube ị rụrụ dị ọtụtụ, ọ dịghị onye pụrụ ịgụkọta ihe niile ị kwadooro maka inye anyị; a sịkwarị na aga m ekwu ma kọsaa ihe banyere ha, ha karịrị ihe ọnụ pụrụ ikwu.",Bible,51,45
3283,"The LORD said to Moses, ""Chisel two stone tablets like the first. I will write on the tablets the words that were on the first tablets, which you broke.","Onyenwe anyị gwara Mosis, ""Wapụta mbadamba nkume abụọ dịka nke mbụ, aga m edekwasị n'elu ha okwu niile nke dị n'elu mbadamba nkume ndị mbụ ahụ, bụ nke ị tụpịasịrị.",Bible,34,39
3284,"For being not yet born, neither having done anything good or bad, that the purpose of God according to election might stand, not of works, but of him who calls,","Ma tupu a mụọ ụmụ ejima ndị a, ma ọ bụkwanụ tupu ha emee ihe ọbụla dị mma maọbụ nke dị njọ, iji mee ka ọchịchọ Chineke banyere nhọpụta ha guzoro,",Bible,35,34
3285,Meanwhile USA scored 13 goals to nothing in the first championship.,Cheta na mba USA ji ọkpụ goolu iri na atọ merie ha n'asọmpi mbụ ha.,JHW,12,18
3286,An interesting story ,Akụkọ ga-amasị gị,JHW,3,5
3287,"However, they don't have any travel papers for their entry in India.'","Ka o sina dị, ha enweghi akwụkwọnjem ọbụla maka ha ịbanye India.' ",JHW,17,15
3288,"Just like the officers deserting, the Military itself has long abandoned any mentality of “no retreat, no surrender,’ having steadily been on the retreat from several military bases. Weeks ago, they shut down two bases in Gudumbali and Kukawa. “We retreated to Monguno before Baga was attacked. Now, some soldiers and residents are running away from Monguno to Maiduguri,” reported a soldier in Shagari Low Cost Housing Estate in Maiduguri. He highlights the utter helplessness of the soldiers: what is disturbing is the effrontery of “ISWAP in making sure that we are fully made aware of their plans ahead of any attack. There was never an attack that we don’t see in advance, yet we are helpless,” he lamented.","dịka ndị ọrụ na-apụ, ụlọ agha n'onwe ya ewezugala echiche 'alaghị azụ, akwụsịghị ọgụ' abụrụla ndị lara azụ n'ọdọ agha dị iche iche. Izuụka olenaole gara aga, ha mechiri ụlọ agha abụọ na Gudumbali na Kukawa. ""Anyị gbagara na Monguno tutu awakpo Baga. Ugbua, ọtụtụ ndị agha na ndị mmadụ na-agbapụ na Monguno jee Maiduguri,"" ka onye agha n'ụlọ obibi ọnụ ala nke Shagari na Maiduguri kwuru. O kwuru enweghị enyemaka ndị agha. Nke dị njọ bụ etu ndị ISWAP si agba mbọ ịhụ na anyị matara nkwado ha maka ime mwakpo. O nweghị mwakpo ọbụla mere nke anyị ahụghị tutu o mee, agbanyeghị nkea, anyị enweghị enyemaka,"" ka o kwuru n'olu akwa.",JHW,142,145
3289,Do you know how to make tapioca?,Ị ma etu esi agwọ abacha?,JHW,8,7
3290,"When the people had come to the forest, behold, honey was dripping, but no one put his hand to his mouth, for the people feared the oath.","Mgbe ha banyere n'ọhịa, ha hụrụ mmanụ aṅụ ebe ọ na-asọpụta, ma o nweghị onye metụrụ aka n'ọnụ ya, n'ihi na ha tụrụ egwu iyi ahụ ha ṅụrụ.",Bible,32,40
3291,Jerry Oduma is a wealthy man,Jerry Oduma bụ ọgaranya.,JHW,6,5
3292,"the thirteenth to Huppah, the fourteenth to Jeshebeab,","nke iri na atọ, Hupa nke iri na anọ, Jeshebeab",Bible,10,12
3293,"Nigerian troops apparently would rather confiscate a trader’s wares, forcibly take their livestock for their feeding than device any system of commercial comfort that would help them grow their business. It therefore seems not far-fetched that several local communities appear to cooperate better with ISWAP than with the Nigerian troops. ISWAP want to primarily make it unattractive and too expensive in terms of body count and loss of hardware for the military to maintain a base in any of these territories. They calculate that as long as they continually target and attack military formations, forcing them to beat a retreat so long would it be easier for local communities to accept that they are more secure in the territories under them than under the cover of Nigerian troops.","Ndị agha pụrụ ịnara ndị ahịa ngwaahịa ha, nara ha anụ ọzụzụ ha ma nyejue onwe ha afọ karịa iwepụta ụzọ ha ga-esi guzogide azụmaahịa nke ha. Ọ dịzi ka eziokwu ka ọtụtụ obodo esonyeere ISWAP karịa ndị agha.ISWAP chọrọ ime ka ọ hapụ ịdị mma n'anya ma dịkwa oke ọnụ site n'ọnụọgụgụ nke mmadụ na ofufu nke ngwaọgụ nke ndị agha ga-eji chekwa obodo ndị ahụ. Ha agbakọọla ma kwubie na dịka ha gana awakpo ndị agha nke ga-eme ka ha na ala azụ nkwado, nke ga-eme ka ndị obodo kwenye na ha ga-enwe nchekwa n'okpuru ha karịa n'okpuru ndị agha Naịjirịa.",JHW,138,128
3294,Has food prices gone down?,Ọnụ ahịa ihe oriri agbadatala?,JHW,6,6
3295,"""Build houses and dwell in them. Plant gardens and eat their fruit.","""Wuoronụ onwe unu ụlọ, birikwanụ n'ime ya; kụọnụ ihe n'ubi a gbara ogige, riekwa mkpụrụ si na ya;",Bible,15,27
3296,"I gave you a land on which you had not labored, and cities which you didn't build, and you live in them. You eat of vineyards and olive groves which you didn't plant.'","Ya mere enyere m unu ala ahụ, nke unu na-adọgbughị onwe unu n'ihi ya, nyekwa unu ọtụtụ obodo nke unu na-ewughị, bụ ala ndị a unu bi n'ime ya ugbu a. Enyere m unu ubi vaịnị na ubi oliv nke unu na-akụghị, nke unu na-eri mkpụrụ ha.'",Bible,42,66
3297,"It's not compulsory that the clothes will have one colour, but the colour of a bride's dress will complement each other","Ọbụghị iwu na uwe a ga-enwe otu agwa, mana agwa akwa nwaanyị ga-eyi ga-emejurịta ibe ya.",JHW,26,24
3298,"Your wives, your little ones, and your livestock shall live in the land which Moses gave you beyond the Jordan; but you shall pass over before your brothers armed, all the mighty men of valor, and shall help them","Kama ndị nwunye unu, na ụmụntakịrị unu, na anụ ụlọ unu, ga-anọ n'ala a dị n'ọwụwa anyanwụ nke Mosis nyere unu. Ma ndị agha unu, ndị jikeere ejike, ga-eduru ndị Izrel ndị ọzọ gafee osimiri Jọdan inyere ụmụnna ha aka,",Bible,44,55
3299,INEC fulfiled their promise by not giving Rochas Okorocha his certificate of office but they got a message that an INEC staff was kidnapped.,INEC mezuru nkwa ya taa site n'igbajo ịnye Rochas Okorocha asambodo mmeri ya makana ha nwetara akụkọ na wakporo onye ụlọọrụ INEC.,JHW,25,25
3300,"Then Joab came to the king and said, ""What have you done? Behold, Abner came to you. Why is it that you have sent him away, and he is already gone?","Ya mere Joab jekwuuru eze sị ya, ""Gịnị ka i mere? Lee, Abna bịakwutere gị. Gịnị mere i ji hapụ ya ka ọ laa? Lee ya ugbu a, ọ laala!",Bible,38,38
3301,"The three-day event will be held under the patronage of the Custodian of the Two Holy Mosques, King Salman bin Abdulaziz of Saudi Arabia and chaired by Crown Prince Mohammed bin Salman bin Abdulaziz, deputy premier, chairman of the Council of Economic and Development Affairsand PIF.","Ihe emereme ụbọchị atọ ahụ bụ nke ndị nchịkọba Ụlọ Alakụba abụọ ga-ahazi, King Salman bin Abdulaziz nke Saudi Arabia ma Crown Prince Mohammed bin Salman bin Abdulaziz dịka onyeisi oche, osote premier, onyeisi nke Ụlọ nke Akụnaụba na Ihe banyere Mmepe na PIF.",JHW,52,50
